Marca,Potencia,Tipo de vehículo,Año,Km,Tipo Gasolina,Ubicación,Precio
MERCEDES-BENZ Clase A,200,,2024,800,Diésel,Sevilla,39900
MERCEDES-BENZ Clase A,160,,2008,111000,Diésel,Madrid,6990
MERCEDES-BENZ Clase A,200,,2018,84670,Diésel,Sevilla,19990
MERCEDES-BENZ Clase A,116,,2020,31545,Diésel,Islas Baleares,29500
MERCEDES-BENZ Clase A,180,,2015,130511,Diésel,Vizcaya,14890
MERCEDES-BENZ Clase A,200,,2020,40000,Diésel,Asturias,31500
MERCEDES-BENZ Clase A,200,,2020,40000,Diésel,Asturias,31500
MERCEDES-BENZ Clase A,180,,2022,22951,Diésel,Cádiz,31900
MERCEDES-BENZ Clase A,200,,2020,51302,Gasolina,Barcelona,27399
MERCEDES-BENZ Clase A,180,Sedán,2023,16547,Híbrido,Sevilla,32490
MERCEDES-BENZ Clase A,220,,2013,147509,Diésel,Albacete,20990
MERCEDES-BENZ Clase A,180,,2023,22675,Diésel,Jaén,32990
MERCEDES-BENZ Clase A,200,,2023,17600,Diésel,Pontevedra,35500
MERCEDES-BENZ Clase A,200,,2020,64636,Diésel,Barcelona,28599
MERCEDES-BENZ Clase A,180,,2022,44256,Gasolina,Barcelona,29599
MERCEDES-BENZ Clase A,200,,2022,42286,Diésel,Cádiz,31900
MERCEDES-BENZ Clase A,150,,2021,59000,Diésel,Sevilla,30750
MERCEDES-BENZ Clase A,200,,2023,13602,Diésel,Jaén,34490
MERCEDES-BENZ Clase A,200,,2017,76912,Diésel,Valencia,20300
MERCEDES-BENZ Clase A,250,Sedán,2023,12712,Híbrido,Madrid,33990
MERCEDES-BENZ Clase A,200,,2013,214000,Diésel,Valencia,16400
MERCEDES-BENZ Clase A,180,,2019,46250,Diésel,Córdoba,25490
MERCEDES-BENZ Clase A,250,,2023,5737,Híbrido,Cádiz,36900
MERCEDES-BENZ Clase A,180,,2022,12230,Diésel,Barcelona,31495
MERCEDES-BENZ Clase A,180,,2023,10604,Diésel,Barcelona,33995
MERCEDES-BENZ Clase A,160,,2011,140890,Gasolina,Cantabria,8400
MERCEDES-BENZ Clase A,180,,2023,10716,Diésel,Cádiz,31900
MERCEDES-BENZ Clase A,200,,2023,900,Diésel,Madrid,35990
MERCEDES-BENZ Clase A,200,,2018,46000,Gasolina,Barcelona,27990
MERCEDES-BENZ Clase A,116,,2022,19345,Diésel,Islas Baleares,36500
MERCEDES-BENZ Clase A,180,,2022,90864,Diésel,Sevilla,31900
MERCEDES-BENZ Clase A,180,,2006,238000,Diésel,Madrid,4990
MERCEDES-BENZ Clase A,200,,2020,176000,Diésel,Barcelona,23499
MERCEDES-BENZ Clase A,180,,2019,54998,Diésel,Sevilla,23490
MERCEDES-BENZ Clase A,180,,2023,28334,Híbrido,Jaén,33990
MERCEDES-BENZ Clase A,180,,2020,129000,Diésel,Toledo,24950
MERCEDES-BENZ Clase A,180,,2019,99000,Diésel,Cádiz,23900
MERCEDES-BENZ Clase A,250,,2023,25000,Híbrido,Cádiz,42900
MERCEDES-BENZ Clase A,200,,2023,9604,Diésel,Madrid,33450
MERCEDES-BENZ Clase A,180,,2019,65166,Diésel,Vizcaya,23490
MERCEDES-BENZ Clase A,250,,2020,78000,Híbrido Enchufable,Valencia,28900
MERCEDES-BENZ Clase A,200,,2023,9897,Diésel,Barcelona,36695
MERCEDES-BENZ Clase A,200,,2016,188000,Diésel,Lugo,15000
MERCEDES-BENZ Clase A,180,Sedán,2023,19656,Híbrido,Granada,34990
MERCEDES-BENZ Clase A,250,Sedán,2021,48000,Híbrido,Sevilla,29500
MERCEDES-BENZ Clase A,163,,2022,48913,Gasolina,Islas Baleares,35500
MERCEDES-BENZ Clase A,180,,2023,5334,Diésel,Barcelona,36695
MERCEDES-BENZ Clase A,180,,2020,59690,Diésel,Castellón,25990
MERCEDES-BENZ Clase A,250,,2020,69205,Híbrido,Madrid,27990
MERCEDES-BENZ Clase A,218,,2020,21348,Híbrido,Sevilla,28600
MERCEDES-BENZ Clase A,180,,2019,90623,Diésel,Madrid,23990
MERCEDES-BENZ Clase A,200,,2020,51302,Gasolina,Madrid,27399
MERCEDES-BENZ Clase A,180,,2023,8903,Diésel,Vizcaya,33990
MERCEDES-BENZ Clase A,180,,2019,77690,Diésel,Girona,25600
MERCEDES-BENZ Clase A,200,,2018,70000,Diésel,Vizcaya,24490
MERCEDES-BENZ Clase A,180,,2019,87000,Diésel,Castellón,24490
MERCEDES-BENZ Clase A,250,,2019,19000,Gasolina,Pontevedra,36490
MERCEDES-BENZ Clase A,250,Compacto,2022,20142,Gasolina,Islas Baleares,39500
MERCEDES-BENZ Clase A,200,,2018,48287,Diésel,Barcelona,22399
MERCEDES-BENZ Clase A,180,,2019,87392,Diésel,Sevilla,22990
MERCEDES-BENZ Clase A,163,,2022,46100,Gasolina,Valencia,31900
MERCEDES-BENZ Clase A,200,,2020,49000,Gasolina,Barcelona,27000
MERCEDES-BENZ Clase A,250,,2023,10000,Híbrido,Cádiz,38900
MERCEDES-BENZ Clase A,180,,2022,44256,Gasolina,Madrid,29599
MERCEDES-BENZ Clase A,200,,2023,40000,Diésel,Pontevedra,38990
MERCEDES-BENZ Clase A,200,,2014,177000,Diésel,Madrid,14690
MERCEDES-BENZ Clase A,180,,2024,3500,Diésel,Toledo,37500
MERCEDES-BENZ Clase A,180,Compacto,2023,23584,Diésel,Toledo,32900
MERCEDES-BENZ Clase A,200,,2018,71218,Gasolina,Madrid,24499
MERCEDES-BENZ Clase A,200,,2018,49793,Diésel,Madrid,21699
MERCEDES-BENZ Clase A,250,,2017,43000,Gasolina,Madrid,23190
MERCEDES-BENZ Clase A,180,,2022,36273,Gasolina,Orense,29450
MERCEDES-BENZ Clase A,180,,2015,153000,Diésel,Asturias,14990
MERCEDES-BENZ Clase A,200,Sedán,2022,62508,Diésel,Zaragoza,33900
MERCEDES-BENZ Clase A,180,,2020,36000,Diésel,Navarra,26990
MERCEDES-BENZ Clase A,180,,2018,75000,Diésel,Cádiz,22500
MERCEDES-BENZ Clase A,200,,2017,256000,Diésel,Girona,14990
MERCEDES-BENZ Clase A,180,,2019,82165,Diésel,Madrid,23499
MERCEDES-BENZ Clase A,180,,2019,117491,Diésel,Madrid,23990
MERCEDES-BENZ Clase A,250,,2023,15000,Híbrido,Cádiz,38900
MERCEDES-BENZ Clase A,180,,2020,20972,Diésel,Madrid,29300
MERCEDES-BENZ Clase A,200,,2019,172000,Diésel,Madrid,22490
MERCEDES-BENZ Clase A,220,,2019,108500,Gasolina,Alicante,26990
MERCEDES-BENZ Clase A,180,,2020,142968,Diésel,Jaén,20900
MERCEDES-BENZ Clase A,200,,2019,95200,Diésel,Pontevedra,24600
MERCEDES-BENZ Clase A,180,,2023,7194,Gasolina,Madrid,33990
MERCEDES-BENZ Clase A,250,,2023,25000,Híbrido,Cádiz,37900
MERCEDES-BENZ Clase A,180,,2021,43900,Diésel,Zaragoza,28900
MERCEDES-BENZ Clase A,180,,2018,128599,Diésel,Sevilla,22490
MERCEDES-BENZ Clase A,180,,2017,98000,Diésel,Sevilla,17995
MERCEDES-BENZ Clase A,180,,2013,101000,Diésel,Valencia,16490
MERCEDES-BENZ Clase A,136,,2018,73262,Diésel,Sevilla,22800
MERCEDES-BENZ Clase A,180,,2018,107500,Diésel,Madrid,25790
MERCEDES-BENZ Clase A,180,,2018,98774,Diésel,Madrid,22399
MERCEDES-BENZ Clase A,180,Sedán,2019,92000,Gasolina,Madrid,22490
MERCEDES-BENZ Clase A,200,,2018,144719,Gasolina,Vizcaya,22300
MERCEDES-BENZ Clase A,180,,2023,9121,Diésel,Toledo,33900
MERCEDES-BENZ Clase A,200,,2018,81384,Gasolina,Barcelona,25299
MERCEDES-BENZ Clase A,180,,2019,27000,Gasolina,Madrid,25900
MERCEDES-BENZ Clase A,180,,2019,99900,Diésel,Madrid,25900
MERCEDES-BENZ Clase A,180,,2023,21430,Gasolina,Barcelona,34600
MERCEDES-BENZ Clase A,200,,2016,99000,Gasolina,Alicante,20499
MERCEDES-BENZ Clase A,200,,2022,22490,Diésel,Orense,32890
MERCEDES-BENZ Clase A,180,,2020,79000,Diésel,Barcelona,23990
MERCEDES-BENZ Clase A,180,,2019,31770,Diésel,Alicante,26490
MERCEDES-BENZ Clase A,200,Sedán,2023,20577,Gasolina,Alicante,37990
MERCEDES-BENZ Clase A,250,,2021,67500,Híbrido Enchufable,Madrid,27490
MERCEDES-BENZ Clase A,200,,2018,93000,Gasolina,Girona,22990
MERCEDES-BENZ Clase A,180,Sedán,2022,44000,Gasolina,Girona,30990
MERCEDES-BENZ Clase A,116,,2020,45000,Diésel,Alicante,27999
MERCEDES-BENZ Clase A,200,,2014,95000,Diésel,Girona,16490
MERCEDES-BENZ Clase A,200,,2018,71218,Gasolina,Barcelona,24999
MERCEDES-BENZ Clase A,180,,2020,109855,Diésel,Orense,22840
MERCEDES-BENZ Clase A,200,,2021,52930,Diésel,Jaén,30990
MERCEDES-BENZ Clase A,180,,2018,103714,Gasolina,Barcelona,20990
MERCEDES-BENZ Clase A,180,,2023,10500,Diésel,Jaén,31990
MERCEDES-BENZ Clase A,180,,2023,10690,Híbrido,Almería,33490
MERCEDES-BENZ Clase A,250,,2020,42000,Híbrido,Madrid,30990
MERCEDES-BENZ Clase A,180,,2018,148843,Diésel,Badajoz,21900
MERCEDES-BENZ Clase A,200,,2023,22000,Gasolina,Jaén,33990
MERCEDES-BENZ Clase A,200,,2019,45558,Diésel,Granada,26990
MERCEDES-BENZ Clase A,180,Sedán,2020,52773,Diésel,Madrid,24790
MERCEDES-BENZ Clase A,180,,2018,82811,Diésel,Madrid,22399
MERCEDES-BENZ Clase A,180,,2018,95000,Diésel,Castellón,24900
MERCEDES-BENZ Clase A,180,,2017,124014,Diésel,Málaga,18390
MERCEDES-BENZ Clase A,180,,2015,112676,Gasolina,Madrid,17900
MERCEDES-BENZ Clase A,180,,2010,141000,Diésel,Málaga,8400
MERCEDES-BENZ Clase A,250,,2020,49990,Híbrido,Vizcaya,26990
MERCEDES-BENZ Clase A,200,,2018,90802,Gasolina,Barcelona,27490
MERCEDES-BENZ Clase A,116,,2018,72000,Diésel,Barcelona,23900
MERCEDES-BENZ Clase A,163,,2019,86421,Gasolina,Málaga,28890
MERCEDES-BENZ Clase A,250,,2021,70200,Híbrido,Alicante,26990
MERCEDES-BENZ Clase A,170,,2001,321509,Diésel,Madrid,2900
MERCEDES-BENZ Clase A,180,,2018,153000,Diésel,Madrid,16490
MERCEDES-BENZ Clase A,220,,2014,165000,Diésel,Sevilla,17990
MERCEDES-BENZ Clase A,180,,2024,800,Gasolina,Sevilla,32900
MERCEDES-BENZ Clase A,200,,2018,76000,Gasolina,Barcelona,21490
MERCEDES-BENZ Clase A,180,,2021,72774,Diésel,Granada,26595
MERCEDES-BENZ Clase A,200,,2018,68834,Gasolina,Cádiz,28990
MERCEDES-BENZ Clase A,200,,2023,9645,Diésel,Madrid,33450
MERCEDES-BENZ Clase A,180,,2020,60000,Gasolina,Madrid,21850
MERCEDES-BENZ Clase A,180,,2022,18968,Diésel,Málaga,30490
MERCEDES-BENZ Clase A,180,,2015,127000,Gasolina,Madrid,15990
MERCEDES-BENZ Clase A,180,,2020,149000,Diésel,Cádiz,21500
MERCEDES-BENZ Clase A,200,,2019,100001,Diésel,Madrid,25890
MERCEDES-BENZ Clase A,200,,2023,13630,Diésel,Córdoba,32990
MERCEDES-BENZ Clase A,180,,2019,100000,Gasolina,Girona,25690
MERCEDES-BENZ Clase A,250,,2020,55000,Híbrido,Vizcaya,27990
MERCEDES-BENZ Clase A,180,Sedán,2023,13371,Híbrido,Málaga,32990
MERCEDES-BENZ Clase A,250,,2021,112508,Híbrido,Madrid,25000
MERCEDES-BENZ Clase A,200,,2021,82000,Diésel,Almería,30900
MERCEDES-BENZ Clase A,180,,2019,80000,Gasolina,Barcelona,26900
MERCEDES-BENZ Clase A,200,,2022,9349,Diésel,Málaga,32990
MERCEDES-BENZ Clase A,180,,2014,36841,Diésel,Madrid,16699
MERCEDES-BENZ Clase A,200,,2022,32485,Diésel,Madrid,32890
MERCEDES-BENZ Clase A,180,,2020,89209,Gasolina,Barcelona,25500
MERCEDES-BENZ Clase A,200,,2024,8888,Diésel,Madrid,35490
MERCEDES-BENZ Clase A,180,,2018,102090,Diésel,La Rioja,16800
MERCEDES-BENZ Clase A,180,,2019,72251,Diésel,Sevilla,23980
MERCEDES-BENZ Clase A,180,,2023,12238,Diésel,Cádiz,31990
MERCEDES-BENZ Clase A,250,,2020,41000,Gasolina,Madrid,34990
MERCEDES-BENZ Clase A,180,,2023,10186,Diésel,Vizcaya,31980
MERCEDES-BENZ Clase A,200,,2021,45000,Gasolina,Alicante,30895
MERCEDES-BENZ Clase A,180,Sedán,2023,15413,Híbrido,Málaga,32990
MERCEDES-BENZ Clase A,180,,2020,80000,Diésel,Málaga,27990
MERCEDES-BENZ Clase A,200,,2018,81384,Gasolina,Madrid,25299
MERCEDES-BENZ Clase A,180,,2023,12771,Diésel,Vizcaya,31980
MERCEDES-BENZ Clase A,180,,2023,14139,Diésel,Vizcaya,33990
MERCEDES-BENZ Clase A,180,Sedán,2023,17500,Diésel,Madrid,36490
MERCEDES-BENZ Clase A,200,,2017,116000,Diésel,Asturias,23500
MERCEDES-BENZ Clase A,180,,2023,14714,Diésel,Cádiz,31900
MERCEDES-BENZ Clase A,180,,2017,73643,Gasolina,Barcelona,20099
MERCEDES-BENZ Clase A,220,,2019,95598,Diésel,Málaga,27900
MERCEDES-BENZ Clase A,200,,2018,49793,Diésel,Barcelona,21699
MERCEDES-BENZ Clase A,180,,2015,188000,Diésel,Alicante,15999
MERCEDES-BENZ Clase A,180,,2020,76690,Diésel,Lugo,25900
MERCEDES-BENZ Clase A,250,,2023,5551,Híbrido,Barcelona,45900
MERCEDES-BENZ Clase A,160,,2017,188948,Diésel,Badajoz,13990
MERCEDES-BENZ Clase A,250,,2020,59000,Gasolina,Madrid,33900
MERCEDES-BENZ Clase A,200,Sedán,2022,11900,Diésel,Madrid,31790
MERCEDES-BENZ Clase A,180,,2022,34000,Gasolina,Barcelona,30595
MERCEDES-BENZ Clase A,200,,2019,90455,Diésel,Madrid,24400
MERCEDES-BENZ Clase A,180,,2017,148000,Diésel,Barcelona,14900
MERCEDES-BENZ Clase A,160,,2015,167800,Diésel,Madrid,12690
MERCEDES-BENZ Clase A,180,,2019,94000,Diésel,Madrid,22999
MERCEDES-BENZ Clase A,200,,2020,50555,Diésel,Madrid,31990
MERCEDES-BENZ Clase A,250,,2023,10000,Híbrido,Barcelona,34490
MERCEDES-BENZ Clase A,200,,2023,12415,Diésel,Málaga,33490
MERCEDES-BENZ Clase A,180,,2023,10554,Diésel,Alicante,34490
MERCEDES-BENZ Clase A,200,,2022,30000,Gasolina,Barcelona,33990
MERCEDES-BENZ Clase A,200,,2017,150584,Diésel,Madrid,16999
MERCEDES-BENZ Clase A,200,,2017,72000,Diésel,Madrid,21990
MERCEDES-BENZ Clase A,200,,2023,9108,Diésel,Málaga,33490
MERCEDES-BENZ Clase A,180,Sedán,2020,43000,Gasolina,Alicante,25900
MERCEDES-BENZ Clase A,180,,2019,114000,Diésel,La Coruña,25490
MERCEDES-BENZ Clase A,200,,2022,31977,Diésel,Madrid,34900
MERCEDES-BENZ Clase A,180,,2019,99000,Gasolina,Madrid,24990
MERCEDES-BENZ Clase A,220,,2019,132000,Diésel,Alicante,27900
MERCEDES-BENZ Clase A,200,,2021,65000,Gasolina,Barcelona,28990
MERCEDES-BENZ Clase A,200,,2021,130432,Diésel,Tarragona,28900
MERCEDES-BENZ Clase A,180,,2023,9999,Diésel,Guipúzcoa,31890
MERCEDES-BENZ Clase A,180,Sedán,2023,20852,Híbrido,Málaga,32990
MERCEDES-BENZ Clase A,180,,2023,12896,Diésel,Barcelona,33695
MERCEDES-BENZ Clase A,180,,2019,93837,Diésel,Barcelona,22999
MERCEDES-BENZ Clase A,200,,2018,130000,Diésel,Lleida,20990
MERCEDES-BENZ Clase A,250,,2022,58000,Híbrido Enchufable,Madrid,27995
MERCEDES-BENZ Clase A,250,,2023,16282,Híbrido,Barcelona,39795
MERCEDES-BENZ Clase A,180,,2023,12236,Diésel,Cádiz,31900
MERCEDES-BENZ Clase A,200,,2020,24236,Gasolina,Barcelona,28499
MERCEDES-BENZ Clase A,250,,2022,13540,Híbrido,Jaén,33990
MERCEDES-BENZ Clase A,180,,2020,41340,Gasolina,Jaén,23990
MERCEDES-BENZ Clase A,200,,2023,19981,Diésel,Málaga,32490
MERCEDES-BENZ Clase A,180,,2023,5545,Gasolina,Jaén,32990
MERCEDES-BENZ Clase A,200,,2022,26400,Diésel,Barcelona,32550
MERCEDES-BENZ Clase A,200,,2018,79733,Diésel,Madrid,22990
MERCEDES-BENZ Clase A,116,,2020,73412,Diésel,Sevilla,24900
MERCEDES-BENZ Clase A,200,Sedán,2019,168000,Diésel,Madrid,28490
MERCEDES-BENZ Clase A,180,,2018,125000,Diésel,Sevilla,19895
MERCEDES-BENZ Clase A,200,,2022,16232,Diésel,Málaga,31990
MERCEDES-BENZ Clase A,180,,2022,12964,Diésel,Madrid,31450
MERCEDES-BENZ Clase A,200,,2019,28246,Diésel,Madrid,27100
MERCEDES-BENZ Clase A,180,,2019,82165,Diésel,Barcelona,23999
MERCEDES-BENZ Clase A,250,,2020,78000,Híbrido,Barcelona,29900
MERCEDES-BENZ Clase A,180,,2023,21493,Híbrido,Córdoba,30990
MERCEDES-BENZ Clase A,180,,2023,23500,Híbrido,Jaén,31990
MERCEDES-BENZ Clase A,200,,2018,61885,Diésel,Murcia,24800
MERCEDES-BENZ Clase A,180,,2017,156502,Diésel,Madrid,18299
MERCEDES-BENZ Clase A,200,,2022,33400,Diésel,Jaén,32990
MERCEDES-BENZ Clase A,170,,2003,189882,Diésel,Madrid,4940
MERCEDES-BENZ Clase A,200,,2016,125811,Gasolina,Granada,18990
MERCEDES-BENZ Clase A,180,Sedán,2020,108799,Diésel,Pontevedra,24990
MERCEDES-BENZ Clase A,200,Sedán,2023,34450,Diésel,Cádiz,34490
MERCEDES-BENZ Clase A,180,,2016,116000,Diésel,Huelva,18900
MERCEDES-BENZ Clase A,180,,2018,125512,Gasolina,Lleida,18490
MERCEDES-BENZ Clase A,200,Sedán,2022,22970,Diésel,Madrid,32490
MERCEDES-BENZ Clase A,220,,2016,190000,Diésel,Sevilla,18490
MERCEDES-BENZ Clase A,180,,2021,30000,Diésel,Alicante,30999
MERCEDES-BENZ Clase A,180,,2019,131366,Diésel,Cáceres,22490
MERCEDES-BENZ Clase A,200,,2018,90350,Diésel,Asturias,26490
MERCEDES-BENZ Clase A,200,,2021,34352,Gasolina,Málaga,27990
MERCEDES-BENZ Clase A,180,,2023,17899,Híbrido,Almería,32490
MERCEDES-BENZ Clase A,180,Sedán,2019,69000,Diésel,Sevilla,23900
MERCEDES-BENZ Clase A,136,,2016,110942,Diésel,Málaga,19890
MERCEDES-BENZ Clase A,180,Sedán,2023,22949,Híbrido,Almería,32990
MERCEDES-BENZ Clase A,200,,2021,16246,Diésel,Madrid,32700
MERCEDES-BENZ Clase A,200,,2019,65575,Diésel,Pontevedra,28990
MERCEDES-BENZ Clase A,180,,2022,16009,Diésel,Cádiz,30490
MERCEDES-BENZ Clase A,180,,2018,206000,Diésel,Alicante,21999
MERCEDES-BENZ Clase A,180,,2020,86448,Gasolina,Barcelona,26990
MERCEDES-BENZ Clase A,250,,2021,109805,Híbrido,Málaga,25990
MERCEDES-BENZ Clase A,180,,2023,11909,Híbrido,Jaén,32990
MERCEDES-BENZ Clase A,180,Sedán,2019,48000,Diésel,La Coruña,24490
MERCEDES-BENZ Clase A,180,,2018,98774,Diésel,Barcelona,22399
MERCEDES-BENZ Clase A,180,,2020,81575,Gasolina,Cádiz,25900
MERCEDES-BENZ Clase A,250,,2021,30000,Híbrido Enchufable,Sevilla,27899
MERCEDES-BENZ Clase A,200,,2023,19661,Diésel,Pontevedra,34990
MERCEDES-BENZ Clase A,200,,2013,176646,Diésel,Madrid,16490
MERCEDES-BENZ Clase A,180,,2020,53900,Diésel,Madrid,26500
MERCEDES-BENZ Clase A,180,,2019,69990,Diésel,Cádiz,22900
MERCEDES-BENZ Clase A,200,,2021,66388,Diésel,Madrid,30490
MERCEDES-BENZ Clase A,250,,2021,40000,Híbrido,Madrid,32490
MERCEDES-BENZ Clase A,180,,2019,109916,Diésel,Barcelona,26990
MERCEDES-BENZ Clase A,200,,2021,53000,Diésel,Valencia,26490
MERCEDES-BENZ Clase A,200,,2023,21635,Diésel,Córdoba,32990
MERCEDES-BENZ Clase A,200,,2020,24236,Gasolina,Madrid,28499
MERCEDES-BENZ Clase A,180,,2015,156000,Diésel,Madrid,15999
MERCEDES-BENZ Clase A,250,,2022,8530,Híbrido,Jaén,33990
MERCEDES-BENZ Clase A,160,,2010,146000,Gasolina,Madrid,7990
MERCEDES-BENZ Clase A,200,,2017,146000,Diésel,Granada,19500
MERCEDES-BENZ Clase A,180,,2023,12451,Diésel,Málaga,31990
MERCEDES-BENZ Clase A,200,,2020,26547,Diésel,Madrid,31490
MERCEDES-BENZ Clase A,200,,2018,78885,Diésel,Córdoba,19490
MERCEDES-BENZ Clase A,200,,2023,10512,Diésel,Pontevedra,33990
MERCEDES-BENZ Clase A,250,Sedán,2021,32900,Híbrido Enchufable,Madrid,36900
MERCEDES-BENZ Clase A,180,,2023,13090,Diésel,Vizcaya,33990
MERCEDES-BENZ Clase A,180,,2018,163000,Diésel,Madrid,24990
MERCEDES-BENZ Clase A,180,Sedán,2020,111634,Diésel,Madrid,23999
MERCEDES-BENZ Clase A,200,,2022,37859,Diésel,Málaga,29990
MERCEDES-BENZ Clase A,220,,2019,91500,Diésel,Madrid,27890
MERCEDES-BENZ Clase A,220,,2019,112000,Gasolina,Madrid,27990
MERCEDES-BENZ Clase A,180,,2018,139000,Diésel,Madrid,19900
MERCEDES-BENZ Clase A,122,,2012,136500,Gasolina,Madrid,12750
MERCEDES-BENZ Clase A,250,,2021,39000,Híbrido Enchufable,Madrid,31999
MERCEDES-BENZ Clase A,180,,2018,112000,Diésel,Málaga,16950
MERCEDES-BENZ Clase A,200,,2020,64636,Diésel,Madrid,28599
MERCEDES-BENZ Clase A,180,Sedán,2020,100000,Diésel,Murcia,8500
MERCEDES-BENZ Clase A,200,,2017,202000,Diésel,Madrid,18490
MERCEDES-BENZ Clase A,200,,2020,71626,Diésel,Madrid,29790
MERCEDES-BENZ Clase A,200,,2019,105000,Gasolina,Madrid,25750
MERCEDES-BENZ Clase A,250,,2022,33900,Híbrido Enchufable,Madrid,35990
MERCEDES-BENZ Clase A,180,Sedán,2023,16335,Híbrido,Jaén,34990
MERCEDES-BENZ Clase A,200,,2022,70516,Diésel,Madrid,30990
MERCEDES-BENZ Clase A,200,Sedán,2019,71000,Gasolina,Alicante,27900
MERCEDES-BENZ Clase A,180,,2020,69000,Diésel,Madrid,23850
MERCEDES-BENZ Clase A,200,,2023,11000,Diésel,Jaén,33990
MERCEDES-BENZ Clase A,200,,2020,80250,Diésel,Sevilla,29900
MERCEDES-BENZ Clase A,220,,2014,165000,Diésel,Málaga,17990
MERCEDES-BENZ Clase A,200,,2022,27000,Diésel,La Coruña,32490
MERCEDES-BENZ Clase A,180,,2016,117000,Gasolina,Málaga,16490
MERCEDES-BENZ Clase A,200,,2020,48450,Gasolina,Madrid,29890
MERCEDES-BENZ Clase A,200,,2023,8334,Gasolina,Barcelona,36500
MERCEDES-BENZ Clase A,250,,2023,17250,Híbrido,Barcelona,44900
MERCEDES-BENZ Clase A,180,,2020,79186,Diésel,Madrid,25490
MERCEDES-BENZ Clase A,250,,2022,72058,Híbrido Enchufable,Madrid,29990
MERCEDES-BENZ Clase A,180,,2020,106500,Gasolina,La Coruña,25490
MERCEDES-BENZ Clase A,200,,2014,128000,Diésel,Madrid,16999
MERCEDES-BENZ Clase A,180,,2018,93253,Diésel,Barcelona,24599
MERCEDES-BENZ Clase A,180,,2019,94000,Diésel,Barcelona,22999
MERCEDES-BENZ Clase A,180,Sedán,2023,12379,Gasolina,Cádiz,33500
MERCEDES-BENZ Clase A,180,,2024,800,Diésel,Sevilla,34900
MERCEDES-BENZ Clase A,200,,2020,89375,Gasolina,Sevilla,25900
MERCEDES-BENZ Clase A,180,,2016,120000,Diésel,Badajoz,18490
MERCEDES-BENZ Clase A,200,,2020,101000,Gasolina,Madrid,29950
MERCEDES-BENZ Clase A,200,,2022,21782,Diésel,La Coruña,30990
MERCEDES-BENZ Clase A,180,Sedán,2020,96826,Diésel,Lugo,24900
MERCEDES-BENZ Clase A,250,,2023,9535,Híbrido,Madrid,36990
MERCEDES-BENZ Clase A,200,,2023,17926,Diésel,Madrid,32999
